0.0,0.221,0.292,0.343,0.385,0.421,0.453,0.482,0.508,0.533,0.556,0.582,0.608,0.633,0.659,0.685,0.71,0.736,0.761,0.787,0.812,0.838,0.863,0.888,0.913,0.938,0.963,0.988,1.012,1.036,1.059,1.082,1.105,1.128,1.15,1.172,1.194,1.216,1.239,1.263,1.287,1.312,1.338,1.364,1.39,1.417,1.445,1.472,1.499,1.527,1.554,1.582,1.609,1.637,1.665,1.692,1.72,1.749,1.779,1.81,1.842,1.875,1.908,1.943,1.978,2.014,2.052,2.089,2.128,2.167,2.206,2.246,2.287,2.328,2.37,2.413,2.456,2.499,2.542,2.585,2.628,2.672,2.715,2.759,2.803,2.847,2.892,2.939,2.988,3.039,3.092,3.148,3.205,3.265,3.326,3.39,3.456,3.523,3.591,3.661,3.733,3.806,3.881,3.957,4.035,4.114,4.195,4.278,4.362,4.447,4.534
0.0,0.471,0.5863,0.6445,0.6752,0.6778,0.6465,0.5718,0.4447,0.2563,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.4617,0.5792,0.6378,0.6726,0.6903,0.6863,0.6554,0.5899,0.4803,0.31,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.4532,0.5714,0.6327,0.6681,0.6918,0.7023,0.6954,0.6674,0.612,0.5211,0.336,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.4458,0.5632,0.628,0.6639,0.6893,0.7063,0.7129,0.7053,0.6812,0.6357,0.5424,0.3614,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.4392,0.5549,0.6221,0.6603,0.6863,0.7058,0.7186,0.7229,0.7158,0.6956,0.6491,0.5613,0.3856,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.4333,0.5466,0.6152,0.6571,0.6833,0.7037,0.7195,0.7294,0.7326,0.7266,0.7054,0.6613,0.578,0.4081,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.4278,0.5385,0.6075,0.6529,0.6803,0.7013,0.7181,0.7312,0.7393,0.7419,0.7353,0.7145,0.6723,0.5929,0.4283,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.4226,0.5308,0.5996,0.6471,0.6774,0.6987,0.7162,0.7305,0.7416,0.7485,0.7507,0.7437,0.7231,0.6823,0.6061,0.4459,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.4174,0.5236,0.5916,0.6403,0.6738,0.696,0.714,0.729,0.7415,0.751,0.758,0.759,0.7516,0.731,0.6913,0.6178,0.4609,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.4121,0.5169,0.5837,0.6329,0.6686,0.6929,0.7113,0.7271,0.7403,0.7514,0.7611,0.7669,0.7668,0.7591,0.7383,0.6994,0.628,0.4731,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.4068,0.5106,0.576,0.625,0.6622,0.6891,0.7083,0.7245,0.7385,0.7503,0.7621,0.7706,0.7753,0.7743,0.7661,0.745,0.7066,0.6369,0.4825,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.4013,0.5046,0.5686,0.6171,0.655,0.6837,0.7048,0.7215,0.7361,0.7487,0.7614,0.7721,0.7795,0.783,0.7813,0.7727,0.7512,0.713,0.6445,0.4892,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.3959,0.4988,0.5616,0.6092,0.6474,0.6773,0.7003,0.7179,0.733,0.7463,0.76,0.772,0.7816,0.7878,0.7902,0.788,0.7788,0.7567,0.7186,0.6509,0.4932,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.3905,0.4932,0.5549,0.6016,0.6395,0.6702,0.6944,0.7136,0.7292,0.7431,0.7578,0.7708,0.782,0.7904,0.7955,0.7969,0.7944,0.7844,0.7615,0.7235,0.6558,0.4944,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.3851,0.4875,0.5485,0.5942,0.6317,0.6626,0.6878,0.7081,0.7248,0.7392,0.7547,0.7688,0.7811,0.7914,0.7985,0.8025,0.8032,0.8005,0.7894,0.7657,0.7275,0.6592,0.4929,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.3797,0.4818,0.5424,0.5871,0.6238,0.6548,0.6805,0.7016,0.7194,0.7345,0.7506,0.7659,0.7793,0.7909,0.8,0.806,0.809,0.8091,0.8062,0.7939,0.7692,0.7309,0.661,0.4888,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.3741,0.4758,0.5364,0.5804,0.6164,0.6471,0.6731,0.6948,0.713,0.7289,0.7457,0.7617,0.7764,0.7892,0.7999,0.8078,0.8127,0.8148,0.8146,0.8113,0.7977,0.7719,0.7334,0.6606,0.4825,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.3679,0.4692,0.5303,0.5739,0.6094,0.6398,0.6658,0.6879,0.7065,0.7227,0.7401,0.7565,0.7721,0.7861,0.7981,0.8078,0.8146,0.8185,0.82,0.8196,0.8155,0.8006,0.7739,0.7349,0.6575,0.4759,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.3613,0.4619,0.5238,0.5676,0.6027,0.6327,0.6588,0.681,0.7,0.7164,0.7339,0.7506,0.7666,0.7817,0.7948,0.806,0.8147,0.8205,0.8236,0.8247,0.824,0.819,0.8027,0.775,0.7353,0.6521,0.4698,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.354,0.454,0.5169,0.5611,0.5962,0.626,0.652,0.6743,0.6935,0.7101,0.7276,0.7444,0.7605,0.776,0.7903,0.8026,0.8129,0.8206,0.8256,0.828,0.8288,0.8279,0.8215,0.804,0.7754,0.7347,0.6456,0.4635,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.3462,0.4455,0.5093,0.5543,0.5896,0.6194,0.6453,0.6678,0.6871,0.7039,0.7214,0.738,0.7542,0.7697,0.7846,0.7979,0.8094,0.8189,0.8257,0.8299,0.8319,0.8323,0.8312,0.8232,0.8045,0.775,0.7332,0.6384,0.4573,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
