0.2493,0.2436,0.2379,0.2325,0.2271,0.2219,0.2174,0.2132,0.2096,0.2074,0.206,0.2039,0.2007,0.1964,0.191,0.1852,0.1789,0.1719,0.1641,0.1553,0.1455,0.1354,0.1246,0.112,0.0972,0.0808,0.063,0.0436,0.0225,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2664,0.2603,0.2543,0.2484,0.2426,0.237,0.2318,0.2272,0.2231,0.2206,0.2192,0.2171,0.2141,0.2102,0.2054,0.2003,0.1946,0.1883,0.1811,0.1726,0.1631,0.1534,0.1433,0.1312,0.1169,0.1001,0.081,0.0612,0.0411,0.0208,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2821,0.276,0.2699,0.264,0.258,0.2521,0.2466,0.2415,0.2369,0.234,0.2321,0.2298,0.2269,0.2234,0.2194,0.215,0.2101,0.2043,0.1975,0.1894,0.1803,0.171,0.1613,0.1498,0.1362,0.1196,0.1004,0.0808,0.061,0.0408,0.0203,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2964,0.2906,0.2848,0.2791,0.2732,0.2673,0.2616,0.2562,0.2512,0.2475,0.2447,0.242,0.239,0.236,0.2329,0.2294,0.2253,0.22,0.2135,0.2057,0.1971,0.1881,0.1787,0.1678,0.1549,0.1392,0.1208,0.1017,0.0823,0.0625,0.0422,0.0214,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3093,0.3041,0.2989,0.2937,0.2882,0.2825,0.2768,0.2712,0.2659,0.2613,0.2573,0.254,0.2508,0.2483,0.2461,0.2436,0.2404,0.2354,0.229,0.2216,0.2135,0.2049,0.1957,0.1854,0.1734,0.159,0.1422,0.1241,0.105,0.0856,0.0657,0.0448,0.023,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
0.3212,0.3167,0.3122,0.3076,0.3026,0.2972,0.2917,0.2862,0.2808,0.2757,0.2709,0.2671,0.2638,0.2615,0.2599,0.2581,0.2555,0.2508,0.2446,0.2377,0.2303,0.2223,0.2136,0.2039,0.193,0.1799,0.1647,0.1477,0.1292,0.1103,0.0908,0.0702,0.0486,0.0256,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
0.3322,0.3284,0.3246,0.3206,0.3162,0.3114,0.3064,0.3012,0.2959,0.2907,0.2855,0.2815,0.2781,0.276,0.2746,0.273,0.2706,0.2663,0.2604,0.2542,0.2477,0.2404,0.2324,0.2237,0.2138,0.2022,0.1885,0.1726,0.1547,0.1364,0.1175,0.0978,0.0764,0.0529,0.0274,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
0.3423,0.3392,0.3361,0.3329,0.3292,0.325,0.3207,0.3161,0.3113,0.3063,0.3012,0.2973,0.2939,0.2917,0.2902,0.2884,0.2859,0.2818,0.2764,0.2711,0.2655,0.2593,0.2524,0.2447,0.236,0.2256,0.2134,0.1987,0.1818,0.1639,0.1458,0.1281,0.1081,0.0846,0.0594,0.0319,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
0.3514,0.3491,0.3468,0.3443,0.3414,0.3381,0.3347,0.3309,0.3269,0.3226,0.3181,0.3144,0.3112,0.3086,0.3065,0.3042,0.3013,0.2973,0.2927,0.2883,0.2839,0.279,0.2733,0.2669,0.2594,0.2504,0.2395,0.2261,0.2102,0.1932,0.1757,0.1586,0.1392,0.1161,0.0912,0.0642,0.0339,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
0.3601,0.3586,0.357,0.3553,0.3533,0.351,0.3485,0.3458,0.3428,0.3394,0.3359,0.3327,0.3295,0.3266,0.3236,0.3204,0.3168,0.3129,0.3091,0.3057,0.3027,0.2991,0.2949,0.2899,0.2837,0.276,0.2664,0.2543,0.2396,0.2237,0.2068,0.1893,0.1698,0.1474,0.123,0.0967,0.0675,0.0353,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
0.3712,0.3703,0.3693,0.3681,0.3667,0.3652,0.3635,0.3616,0.3592,0.3566,0.3537,0.3508,0.3477,0.3443,0.3406,0.3366,0.3324,0.3287,0.3254,0.3229,0.3208,0.3183,0.3152,0.3113,0.3063,0.2998,0.2916,0.2808,0.2677,0.2531,0.2369,0.2193,0.1999,0.1784,0.1549,0.1294,0.1012,0.0701,0.0362,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
0.3851,0.3846,0.3839,0.3831,0.3822,0.381,0.3798,0.3783,0.3763,0.374,0.3713,0.3686,0.3653,0.3615,0.3573,0.3528,0.3483,0.3446,0.3417,0.3396,0.338,0.3362,0.3339,0.3308,0.3267,0.3214,0.3145,0.3054,0.294,0.2808,0.2657,0.2485,0.2296,0.2093,0.1868,0.1623,0.1355,0.1062,0.0742,0.0391,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
0.4019,0.4015,0.401,0.4003,0.3995,0.3985,0.3975,0.3961,0.394,0.3917,0.3889,0.3859,0.3824,0.3783,0.3738,0.369,0.3643,0.3606,0.3578,0.3558,0.3544,0.3529,0.351,0.3484,0.345,0.3407,0.3353,0.328,0.3186,0.3071,0.2932,0.2769,0.259,0.2399,0.2188,0.1954,0.1699,0.1424,0.1116,0.077,0.039,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
0.4216,0.4211,0.4204,0.4197,0.4187,0.4177,0.4165,0.4148,0.4124,0.4096,0.4063,0.4029,0.399,0.3947,0.39,0.3852,0.3806,0.3768,0.3739,0.3717,0.37,0.3683,0.3664,0.364,0.3611,0.3578,0.3539,0.3485,0.3414,0.3317,0.3194,0.3044,0.288,0.2704,0.2507,0.2287,0.2046,0.1788,0.1494,0.1159,0.079,0.0403,0.0,0.0,0.0,,,,,,,,,,,,,,,,
0.4436,0.4428,0.4418,0.4407,0.4395,0.4381,0.4365,0.4343,0.4313,0.4277,0.4235,0.4196,0.4152,0.4107,0.4061,0.4015,0.397,0.3932,0.3899,0.3872,0.385,0.3828,0.3805,0.3781,0.3755,0.3731,0.3706,0.3673,0.3626,0.3549,0.3443,0.3313,0.3166,0.3007,0.2827,0.2622,0.2395,0.2154,0.1877,0.1555,0.12,0.0823,0.0423,0.0,0.0,0.0,,,,,,,,,,,,,,,
0.4643,0.4632,0.462,0.4607,0.4593,0.4576,0.4556,0.453,0.4496,0.4454,0.4407,0.4363,0.4318,0.4272,0.4227,0.4183,0.414,0.4101,0.4065,0.4033,0.4005,0.3978,0.3952,0.3927,0.3904,0.3886,0.3874,0.3859,0.3833,0.3775,0.3688,0.3578,0.3451,0.3311,0.3147,0.2958,0.2746,0.2523,0.2266,0.1961,0.1621,0.1256,0.0863,0.0443,0.0,0.0,0.0,,,,,,,,,,,,,,
0.4831,0.4819,0.4806,0.4792,0.4776,0.4758,0.4736,0.4708,0.4671,0.4627,0.4578,0.4533,0.4487,0.4443,0.4399,0.4357,0.4316,0.4276,0.4236,0.4201,0.4168,0.4138,0.4109,0.4083,0.4061,0.4049,0.4046,0.4044,0.4035,0.3995,0.3928,0.384,0.3736,0.3615,0.3469,0.3296,0.3099,0.2895,0.2659,0.2376,0.2051,0.1662,0.1258,0.0848,0.0424,0.0,0.0,0.0,,,,,,,,,,,,,
0.4999,0.4988,0.4975,0.4961,0.4945,0.4927,0.4904,0.4876,0.4839,0.4796,0.4748,0.4705,0.4661,0.4619,0.4578,0.4538,0.4497,0.4456,0.4414,0.4375,0.4339,0.4306,0.4276,0.4249,0.4227,0.4218,0.4222,0.423,0.4234,0.4211,0.4165,0.4101,0.402,0.392,0.3792,0.3634,0.3453,0.327,0.3058,0.2798,0.2496,0.2154,0.176,0.1349,0.0921,0.0471,0.0,0.0,0.0,,,,,,,,,,,,
0.5149,0.5139,0.5128,0.5115,0.51,0.5083,0.5061,0.5034,0.5,0.496,0.4917,0.4879,0.484,0.4802,0.4763,0.4725,0.4684,0.4642,0.4598,0.4556,0.4518,0.4483,0.4452,0.4425,0.4402,0.4395,0.4402,0.4416,0.4429,0.4422,0.4397,0.4359,0.4303,0.4226,0.4116,0.3973,0.381,0.3647,0.3461,0.3229,0.295,0.2639,0.2259,0.1852,0.1424,0.0972,0.0498,0.0,0.0,0.0,,,,,,,,,,,
0.5281,0.5274,0.5265,0.5255,0.5242,0.5226,0.5207,0.5183,0.5154,0.512,0.5085,0.5054,0.5022,0.4989,0.4954,0.4916,0.4876,0.4832,0.4787,0.4743,0.4703,0.4668,0.4637,0.4609,0.4586,0.4578,0.4585,0.4601,0.4619,0.4627,0.4624,0.4612,0.4582,0.4528,0.4437,0.431,0.4165,0.4024,0.3867,0.3665,0.3411,0.3116,0.2755,0.2357,0.1934,0.1486,0.1017,0.0524,0.0,0.0,0.0,,,,,,,,,,
0.5403,0.5399,0.5393,0.5385,0.5375,0.5362,0.5347,0.5327,0.5304,0.5278,0.525,0.5226,0.52,0.5172,0.5141,0.5105,0.5066,0.5022,0.4977,0.4933,0.4893,0.4858,0.4828,0.4799,0.4774,0.4764,0.477,0.4785,0.4805,0.4823,0.4837,0.4846,0.4838,0.4805,0.4732,0.4623,0.4498,0.4381,0.4255,0.4088,0.3861,0.3587,0.3248,0.2864,0.2451,0.2015,0.1559,0.1082,0.0577,0.0,0.0,0.0,,,,,,,,,
0.5518,0.5516,0.5513,0.5508,0.5501,0.5492,0.548,0.5467,0.545,0.5433,0.5413,0.5395,0.5375,0.5351,0.5323,0.529,0.5253,0.5212,0.5168,0.5126,0.5087,0.5053,0.5023,0.4994,0.4966,0.4953,0.4956,0.4968,0.4987,0.501,0.5034,0.5057,0.5066,0.5051,0.4998,0.4909,0.4806,0.4715,0.4622,0.4492,0.4298,0.4049,0.3738,0.3373,0.2975,0.2552,0.2115,0.1685,0.1226,0.0671,0.0,0.0,0.0,,,,,,,,
0.5623,0.5624,0.5624,0.5623,0.5619,0.5614,0.5608,0.5602,0.5594,0.5585,0.5573,0.5561,0.5545,0.5525,0.55,0.5471,0.5437,0.5399,0.536,0.5321,0.5284,0.5252,0.5223,0.5193,0.5163,0.5146,0.5142,0.5148,0.5163,0.5187,0.5216,0.5247,0.5267,0.5267,0.5234,0.5168,0.5089,0.5027,0.4968,0.4878,0.4721,0.4505,0.4225,0.3885,0.3505,0.3124,0.2721,0.2313,0.1879,0.1361,0.074,0.0,0.0,0.0,,,,,,,
0.5721,0.5724,0.5727,0.573,0.5731,0.573,0.5731,0.5732,0.5734,0.5734,0.5731,0.5724,0.5711,0.5694,0.5673,0.5647,0.5618,0.5586,0.5552,0.5518,0.5485,0.5455,0.5427,0.5396,0.5364,0.5341,0.5329,0.5327,0.5335,0.5354,0.5381,0.5414,0.5441,0.5454,0.5441,0.54,0.5347,0.5315,0.5294,0.5246,0.513,0.4952,0.4709,0.4398,0.4043,0.3695,0.3323,0.294,0.2532,0.2049,0.1474,0.0795,0.0,0.0,0.0,,,,,,
0.5813,0.5819,0.5825,0.5832,0.5837,0.5841,0.5849,0.586,0.5872,0.5882,0.5886,0.5883,0.5873,0.5859,0.584,0.5819,0.5796,0.5771,0.5744,0.5716,0.5688,0.5662,0.5634,0.5603,0.5569,0.5539,0.5517,0.5505,0.5504,0.5514,0.5534,0.5563,0.5592,0.5615,0.5621,0.5608,0.5582,0.5581,0.5599,0.5595,0.5523,0.5389,0.5187,0.4909,0.4588,0.4265,0.3922,0.3565,0.3183,0.2732,0.22,0.1576,0.0848,0.0,0.0,0.0,,,,,
0.5916,0.5924,0.5934,0.5944,0.5952,0.596,0.5973,0.599,0.601,0.6027,0.6037,0.6036,0.6029,0.6017,0.6002,0.5985,0.5967,0.5948,0.5928,0.5906,0.5884,0.586,0.5835,0.5806,0.5771,0.5738,0.5708,0.5687,0.5677,0.5679,0.5692,0.5717,0.5747,0.5777,0.5799,0.5808,0.5805,0.583,0.5879,0.5912,0.5882,0.5794,0.5636,0.5402,0.5121,0.4829,0.4519,0.4189,0.3832,0.3415,0.2924,0.235,0.1684,0.0912,0.0,0.0,0.0,,,,
0.6033,0.6044,0.6055,0.6068,0.6079,0.6089,0.6105,0.6126,0.6149,0.6169,0.6183,0.6184,0.6179,0.6169,0.6156,0.6143,0.613,0.6117,0.6102,0.6087,0.6069,0.605,0.6028,0.6002,0.5971,0.5938,0.5903,0.5875,0.5857,0.5851,0.5859,0.588,0.5909,0.5943,0.5976,0.6002,0.6017,0.6061,0.6134,0.6198,0.6206,0.6162,0.6055,0.5871,0.5641,0.5388,0.5112,0.481,0.4481,0.4097,0.3646,0.3119,0.251,0.1805,0.0974,0.0,0.0,0.0,,,
0.6164,0.6177,0.6191,0.6205,0.6217,0.6229,0.6245,0.6266,0.6289,0.631,0.6324,0.6327,0.6322,0.6315,0.6304,0.6295,0.6286,0.6278,0.6268,0.6258,0.6245,0.623,0.6213,0.6192,0.6168,0.6137,0.6101,0.6068,0.6043,0.6031,0.6035,0.6052,0.6079,0.6115,0.6154,0.6191,0.6218,0.6275,0.6363,0.645,0.6493,0.6495,0.6442,0.6318,0.6147,0.5942,0.5703,0.543,0.513,0.4778,0.4365,0.3885,0.3328,0.2684,0.1926,0.1037,0.0,0.0,0.0,,
0.6308,0.6324,0.634,0.6355,0.6367,0.6378,0.6392,0.641,0.6431,0.6449,0.6461,0.6463,0.646,0.6454,0.6446,0.644,0.6435,0.643,0.6425,0.6419,0.6412,0.6401,0.6389,0.6377,0.6363,0.6338,0.6303,0.6267,0.6235,0.6219,0.6219,0.6232,0.6257,0.6291,0.6332,0.6374,0.6409,0.6472,0.6567,0.6671,0.6744,0.6792,0.6797,0.6742,0.664,0.649,0.6291,0.6049,0.5777,0.5459,0.5085,0.4648,0.4142,0.3555,0.2863,0.205,0.1101,0.0,0.0,0.0,
0.6466,0.6485,0.6502,0.6517,0.6529,0.6537,0.6547,0.6559,0.6573,0.6585,0.6593,0.6594,0.6591,0.6587,0.6581,0.6578,0.6576,0.6574,0.6573,0.6571,0.6568,0.6563,0.6558,0.6555,0.6554,0.6539,0.6508,0.6471,0.6433,0.6414,0.6412,0.6422,0.6442,0.6473,0.6511,0.6552,0.659,0.6651,0.6746,0.6858,0.696,0.7053,0.7121,0.7144,0.7119,0.7033,0.6877,0.6665,0.6424,0.614,0.5805,0.5412,0.4955,0.4423,0.3793,0.3051,0.2182,0.1171,0.0,0.0,0.0
0.6638,0.666,0.6678,0.6692,0.6702,0.6707,0.671,0.6712,0.6716,0.6719,0.6721,0.672,0.6716,0.6713,0.671,0.6709,0.6709,0.671,0.6712,0.6714,0.6715,0.6716,0.6718,0.6728,0.6743,0.674,0.6717,0.668,0.6638,0.6617,0.6613,0.662,0.6635,0.6659,0.669,0.6724,0.676,0.6814,0.69,0.7013,0.7139,0.7278,0.7414,0.7523,0.7584,0.757,0.7459,0.728,0.707,0.6822,0.6526,0.6177,0.5769,0.5291,0.4722,0.4048,0.3254,0.2326,0.1247,0.0,0.0
0.6824,0.6848,0.6867,0.688,0.6886,0.6886,0.688,0.6871,0.686,0.6851,0.6844,0.6839,0.6835,0.6833,0.6832,0.6833,0.6835,0.6838,0.6842,0.6847,0.6853,0.6859,0.687,0.6894,0.6928,0.6942,0.6929,0.6894,0.6849,0.6827,0.6823,0.6827,0.6836,0.685,0.6869,0.6891,0.6919,0.6959,0.7028,0.7136,0.7282,0.7467,0.7675,0.788,0.8036,0.8103,0.8039,0.7893,0.7716,0.7504,0.7249,0.6945,0.6586,0.6162,0.5653,0.5045,0.4325,0.3477,0.2485,0.1332,0.0
